technique_id,technique_name,is_subtechnique,parent_technique_id,tactics_csv,platforms_csv
T1499.003,Application Exhaustion Flood,true,T1499,impact,"IaaS,Linux,Windows,macOS"
T1499.004,Application or System Exploitation,true,T1499,impact,"IaaS,Linux,Windows,macOS"
T1505,Server Software Component,false,,persistence,"ESXi,Linux,Network Devices,Windows,macOS"
T1505.001,SQL Stored Procedures,true,T1505,persistence,"Linux,Windows"
T1505.002,Transport Agent,true,T1505,persistence,"Linux,Windows"
T1505.003,Web Shell,true,T1505,persistence,"Linux,Network Devices,Windows,macOS"
T1505.004,IIS Components,true,T1505,persistence,Windows
T1505.005,Terminal Services DLL,true,T1505,persistence,Windows
T1505.006,vSphere Installation Bundles,true,T1505,persistence,ESXi
T1518,Software Discovery,false,,discovery,"ESXi,IaaS,Linux,Windows,macOS"
T1518.001,Security Software Discovery,true,T1518,discovery,"IaaS,Linux,Windows,macOS"
T1525,Implant Internal Image,false,,persistence,"Containers,IaaS"
T1526,Cloud Service Discovery,false,,discovery,"IaaS,Identity Provider,Office Suite,SaaS"
T1528,Steal Application Access Token,false,,credential-access,"Containers,IaaS,Identity Provider,Office Suite,SaaS"
T1529,System Shutdown/Reboot,false,,impact,"ESXi,Linux,Network Devices,Windows,macOS"
T1530,Data from Cloud Storage,false,,collection,"IaaS,Office Suite,SaaS"
T1531,Account Access Removal,false,,impact,"ESXi,IaaS,Linux,Office Suite,SaaS,Windows,macOS"
T1534,Internal Spearphishing,false,,lateral-movement,"Linux,Office Suite,SaaS,Windows,macOS"
T1535,Unused/Unsupported Cloud Regions,false,,defense-evasion,IaaS
T1537,Transfer Data to Cloud Account,false,,exfiltration,"IaaS,Office Suite,SaaS"
T1538,Cloud Service Dashboard,false,,discovery,"IaaS,Identity Provider,Office Suite,SaaS"
T1539,Steal Web Session Cookie,false,,credential-access,"Linux,Office Suite,SaaS,Windows,macOS"
T1542,Pre-OS Boot,false,,"defense-evasion,persistence","Linux,Network Devices,Windows,macOS"
T1542.001,System Firmware,true,T1542,"defense-evasion,persistence","Network Devices,Windows"
T1542.002,Component Firmware,true,T1542,"defense-evasion,persistence","Linux,Windows,macOS"
T1542.003,Bootkit,true,T1542,"defense-evasion,persistence","Linux,Windows"
T1542.004,ROMMONkit,true,T1542,"defense-evasion,persistence",Network Devices
T1542.005,TFTP Boot,true,T1542,"defense-evasion,persistence",Network Devices
T1543,Create or Modify System Process,false,,"persistence,privilege-escalation","Containers,Linux,Windows,macOS"
T1543.001,Launch Agent,true,T1543,"persistence,privilege-escalation",macOS
T1543.002,Systemd Service,true,T1543,"persistence,privilege-escalation",Linux
T1543.003,Windows Service,true,T1543,"persistence,privilege-escalation",Windows
T1543.004,Launch Daemon,true,T1543,"persistence,privilege-escalation",macOS
T1543.005,Container Service,true,T1543,"persistence,privilege-escalation",Containers
T1546,Event Triggered Execution,false,,"persistence,privilege-escalation","IaaS,Linux,Office Suite,SaaS,Windows,macOS"
T1546.001,Change Default File Association,true,T1546,"persistence,privilege-escalation",Windows
T1546.002,Screensaver,true,T1546,"persistence,privilege-escalation",Windows
T1546.003,Windows Management Instrumentation Event Subscription,true,T1546,"persistence,privilege-escalation",Windows
T1546.004,Unix Shell Configuration Modification,true,T1546,"persistence,privilege-escalation","Linux,macOS"
T1546.005,Trap,true,T1546,"persistence,privilege-escalation","Linux,macOS"
T1546.006,LC_LOAD_DYLIB Addition,true,T1546,"persistence,privilege-escalation",macOS
T1546.007,Netsh Helper DLL,true,T1546,"persistence,privilege-escalation",Windows
T1546.008,Accessibility Features,true,T1546,"persistence,privilege-escalation",Windows
T1546.009,AppCert DLLs,true,T1546,"persistence,privilege-escalation",Windows
T1546.010,AppInit DLLs,true,T1546,"persistence,privilege-escalation",Windows
T1546.011,Application Shimming,true,T1546,"persistence,privilege-escalation",Windows
T1546.012,Image File Execution Options Injection,true,T1546,"persistence,privilege-escalation",Windows
T1546.013,PowerShell Profile,true,T1546,"persistence,privilege-escalation",Windows
T1546.014,Emond,true,T1546,"persistence,privilege-escalation",macOS
T1546.015,Component Object Model Hijacking,true,T1546,"persistence,privilege-escalation",Windows
T1546.016,Installer Packages,true,T1546,"persistence,privilege-escalation","Linux,Windows,macOS"
T1546.017,Udev Rules,true,T1546,"persistence,privilege-escalation",Linux
T1547,Boot or Logon Autostart Execution,false,,"persistence,privilege-escalation","Linux,Network Devices,Windows,macOS"
T1547.001,Registry Run Keys / Startup Folder,true,T1547,"persistence,privilege-escalation",Windows
T1547.002,Authentication Package,true,T1547,"persistence,privilege-escalation",Windows
T1547.003,Time Providers,true,T1547,"persistence,privilege-escalation",Windows
T1547.004,Winlogon Helper DLL,true,T1547,"persistence,privilege-escalation",Windows
T1547.005,Security Support Provider,true,T1547,"persistence,privilege-escalation",Windows
T1547.006,Kernel Modules and Extensions,true,T1547,"persistence,privilege-escalation","Linux,macOS"
T1547.007,Re-opened Applications,true,T1547,"persistence,privilege-escalation",macOS
T1547.008,LSASS Driver,true,T1547,"persistence,privilege-escalation",Windows
T1547.009,Shortcut Modification,true,T1547,"persistence,privilege-escalation",Windows
T1547.010,Port Monitors,true,T1547,"persistence,privilege-escalation",Windows
T1547.012,Print Processors,true,T1547,"persistence,privilege-escalation",Windows
T1547.013,XDG Autostart Entries,true,T1547,"persistence,privilege-escalation",Linux
T1547.014,Active Setup,true,T1547,"persistence,privilege-escalation",Windows
T1547.015,Login Items,true,T1547,"persistence,privilege-escalation",macOS
T1548,Abuse Elevation Control Mechanism,false,,"defense-evasion,privilege-escalation","IaaS,Identity Provider,Linux,Office Suite,Windows,macOS"
T1548.001,Setuid and Setgid,true,T1548,"defense-evasion,privilege-escalation","Linux,macOS"
T1548.002,Bypass User Account Control,true,T1548,"defense-evasion,privilege-escalation",Windows
T1548.003,Sudo and Sudo Caching,true,T1548,"defense-evasion,privilege-escalation","Linux,macOS"
T1548.004,Elevated Execution with Prompt,true,T1548,"defense-evasion,privilege-escalation",macOS
T1548.005,Temporary Elevated Cloud Access,true,T1548,"defense-evasion,privilege-escalation","IaaS,Identity Provider,Office Suite"
T1548.006,TCC Manipulation,true,T1548,"defense-evasion,privilege-escalation",macOS
T1550,Use Alternate Authentication Material,false,,"defense-evasion,lateral-movement","Containers,IaaS,Identity Provider,Linux,Office Suite,SaaS,Windows"
T1550.001,Application Access Token,true,T1550,"defense-evasion,lateral-movement","Containers,IaaS,Identity Provider,Office Suite,SaaS"
T1550.002,Pass the Hash,true,T1550,"defense-evasion,lateral-movement",Windows
T1550.003,Pass the Ticket,true,T1550,"defense-evasion,lateral-movement",Windows
T1550.004,Web Session Cookie,true,T1550,"defense-evasion,lateral-movement","IaaS,Office Suite,SaaS"
T1552,Unsecured Credentials,false,,credential-access,"Containers,IaaS,Identity Provider,Linux,Network Devices,Office Suite,SaaS,Windows,macOS"
T1552.001,Credentials In Files,true,T1552,credential-access,"Containers,IaaS,Linux,Windows,macOS"
T1552.002,Credentials in Registry,true,T1552,credential-access,Windows
T1552.003,Bash History,true,T1552,credential-access,"Linux,macOS"
T1552.004,Private Keys,true,T1552,credential-access,"Linux,Network Devices,Windows,macOS"
T1552.005,Cloud Instance Metadata API,true,T1552,credential-access,IaaS
T1552.006,Group Policy Preferences,true,T1552,credential-access,Windows
T1552.007,Container API,true,T1552,credential-access,Containers
T1552.008,Chat Messages,true,T1552,credential-access,"Office Suite,SaaS"
T1553,Subvert Trust Controls,false,,defense-evasion,"Linux,Windows,macOS"
T1553.001,Gatekeeper Bypass,true,T1553,defense-evasion,macOS
T1553.002,Code Signing,true,T1553,defense-evasion,"Windows,macOS"
T1553.003,SIP and Trust Provider Hijacking,true,T1553,defense-evasion,Windows
T1553.004,Install Root Certificate,true,T1553,defense-evasion,"Linux,Windows,macOS"
T1553.005,Mark-of-the-Web Bypass,true,T1553,defense-evasion,Windows
T1553.006,Code Signing Policy Modification,true,T1553,defense-evasion,"Windows,macOS"
T1554,Compromise Host Software Binary,false,,persistence,"ESXi,Linux,Windows,macOS"
T1555,Credentials from Password Stores,false,,credential-access,"IaaS,Linux,Windows,macOS"
T1555.001,Keychain,true,T1555,credential-access,macOS
T1555.002,Securityd Memory,true,T1555,credential-access,"Linux,macOS"
T1555.003,Credentials from Web Browsers,true,T1555,credential-access,"Linux,Windows,macOS"
T1555.004,Windows Credential Manager,true,T1555,credential-access,Windows
T1555.005,Password Managers,true,T1555,credential-access,"Linux,Windows,macOS"
T1555.006,Cloud Secrets Management Stores,true,T1555,credential-access,IaaS
T1556,Modify Authentication Process,false,,"credential-access,defense-evasion,persistence","IaaS,Identity Provider,Linux,Network Devices,Office Suite,SaaS,Windows,macOS"
T1556.001,Domain Controller Authentication,true,T1556,"credential-access,defense-evasion,persistence",Windows
T1556.002,Password Filter DLL,true,T1556,"credential-access,defense-evasion,persistence",Windows
T1556.003,Pluggable Authentication Modules,true,T1556,"credential-access,defense-evasion,persistence","Linux,macOS"
T1556.004,Network Device Authentication,true,T1556,"credential-access,defense-evasion,persistence",Network Devices
T1556.005,Reversible Encryption,true,T1556,"credential-access,defense-evasion,persistence",Windows
T1556.006,Multi-Factor Authentication,true,T1556,"credential-access,defense-evasion,persistence","IaaS,Identity Provider,Linux,Office Suite,SaaS,Windows,macOS"
T1556.007,Hybrid Identity,true,T1556,"credential-access,defense-evasion,persistence","IaaS,Identity Provider,Office Suite,SaaS,Windows"
T1556.008,Network Provider DLL,true,T1556,"credential-access,defense-evasion,persistence",Windows
T1556.009,Conditional Access Policies,true,T1556,"credential-access,defense-evasion,persistence","IaaS,Identity Provider"
T1557,Adversary-in-the-Middle,false,,"collection,credential-access","Linux,Network Devices,Windows,macOS"
T1557.001,LLMNR/NBT-NS Poisoning and SMB Relay,true,T1557,"collection,credential-access",Windows
T1557.002,ARP Cache Poisoning,true,T1557,"collection,credential-access","Linux,Windows,macOS"
T1557.003,DHCP Spoofing,true,T1557,"collection,credential-access","Linux,Windows,macOS"
T1557.004,Evil Twin,true,T1557,"collection,credential-access",Network Devices
T1558,Steal or Forge Kerberos Tickets,false,,credential-access,"Linux,Windows,macOS"
T1558.001,Golden Ticket,true,T1558,credential-access,Windows
T1558.002,Silver Ticket,true,T1558,credential-access,Windows
T1558.003,Kerberoasting,true,T1558,credential-access,Windows
T1558.004,AS-REP Roasting,true,T1558,credential-access,Windows
T1558.005,Ccache Files,true,T1558,credential-access,"Linux,macOS"
T1559,Inter-Process Communication,false,,execution,"Linux,Windows,macOS"
T1559.001,Component Object Model,true,T1559,execution,Windows
T1559.002,Dynamic Data Exchange,true,T1559,execution,Windows
T1559.003,XPC Services,true,T1559,execution,macOS
T1560,Archive Collected Data,false,,collection,"Linux,Windows,macOS"
T1560.001,Archive via Utility,true,T1560,collection,"Linux,Windows,macOS"
T1560.002,Archive via Library,true,T1560,collection,"Linux,Windows,macOS"
T1560.003,Archive via Custom Method,true,T1560,collection,"Linux,Windows,macOS"
T1561,Disk Wipe,false,,impact,"Linux,Network Devices,Windows,macOS"
T1561.001,Disk Content Wipe,true,T1561,impact,"Linux,Network Devices,Windows,macOS"
T1561.002,Disk Structure Wipe,true,T1561,impact,"Linux,Network Devices,Windows,macOS"
T1562,Impair Defenses,false,,defense-evasion,"Containers,ESXi,IaaS,Identity Provider,Linux,Network Devices,Office Suite,Windows,macOS"
T1562.001,Disable or Modify Tools,true,T1562,defense-evasion,"Containers,IaaS,Linux,Network Devices,Windows,macOS"
T1562.002,Disable Windows Event Logging,true,T1562,defense-evasion,Windows
T1562.003,Impair Command History Logging,true,T1562,defense-evasion,"ESXi,Linux,Network Devices,Windows,macOS"
T1562.004,Disable or Modify System Firewall,true,T1562,defense-evasion,"ESXi,Linux,Network Devices,Windows,macOS"
T1562.006,Indicator Blocking,true,T1562,defense-evasion,"ESXi,Linux,Windows,macOS"
T1562.007,Disable or Modify Cloud Firewall,true,T1562,defense-evasion,IaaS
T1562.008,Disable or Modify Cloud Logs,true,T1562,defense-evasion,"IaaS,Identity Provider,Office Suite,SaaS"
T1562.009,Safe Mode Boot,true,T1562,defense-evasion,Windows
T1562.010,Downgrade Attack,true,T1562,defense-evasion,"Linux,Windows,macOS"
T1562.011,Spoof Security Alerting,true,T1562,defense-evasion,"Linux,Windows,macOS"
T1562.012,Disable or Modify Linux Audit System,true,T1562,defense-evasion,Linux
T1563,Remote Service Session Hijacking,false,,lateral-movement,"Linux,Windows,macOS"
T1563.001,SSH Hijacking,true,T1563,lateral-movement,"Linux,macOS"
T1563.002,RDP Hijacking,true,T1563,lateral-movement,Windows
T1564,Hide Artifacts,false,,defense-evasion,"ESXi,Linux,Office Suite,Windows,macOS"
T1564.001,Hidden Files and Directories,true,T1564,defense-evasion,"Linux,Windows,macOS"
T1564.002,Hidden Users,true,T1564,defense-evasion,"Linux,Windows,macOS"
T1564.003,Hidden Window,true,T1564,defense-evasion,"Linux,Windows,macOS"
T1564.004,NTFS File Attributes,true,T1564,defense-evasion,Windows
T1564.005,Hidden File System,true,T1564,defense-evasion,"Linux,Windows,macOS"
T1564.006,Run Virtual Instance,true,T1564,defense-evasion,"ESXi,Linux,Windows,macOS"
T1564.007,VBA Stomping,true,T1564,defense-evasion,"Linux,Windows,macOS"
T1564.008,Email Hiding Rules,true,T1564,defense-evasion,"Linux,Office Suite,Windows,macOS"
T1564.009,Resource Forking,true,T1564,defense-evasion,macOS
T1564.010,Process Argument Spoofing,true,T1564,defense-evasion,Windows
T1564.011,Ignore Process Interrupts,true,T1564,defense-evasion,"Linux,Windows,macOS"
T1564.012,File/Path Exclusions,true,T1564,defense-evasion,"Linux,Windows,macOS"
T1564.013,Bind Mounts,true,T1564,defense-evasion,Linux
T1564.014,Extended Attributes,true,T1564,defense-evasion,"Linux,macOS"
T1565,Data Manipulation,false,,impact,"Linux,Windows,macOS"
T1565.001,Stored Data Manipulation,true,T1565,impact,"Linux,Windows,macOS"
T1565.002,Transmitted Data Manipulation,true,T1565,impact,"Linux,Windows,macOS"
T1565.003,Runtime Data Manipulation,true,T1565,impact,"Linux,Windows,macOS"
T1566,Phishing,false,,initial-access,"Identity Provider,Linux,Office Suite,SaaS,Windows,macOS"
T1566.001,Spearphishing Attachment,true,T1566,initial-access,"Linux,Windows,macOS"
T1566.002,Spearphishing Link,true,T1566,initial-access,"Identity Provider,Linux,Office Suite,SaaS,Windows,macOS"
T1566.003,Spearphishing via Service,true,T1566,initial-access,"Linux,Windows,macOS"
T1566.004,Spearphishing Voice,true,T1566,initial-access,"Identity Provider,Linux,Windows,macOS"
T1567,Exfiltration Over Web Service,false,,exfiltration,"ESXi,Linux,Office Suite,SaaS,Windows,macOS"
T1567.001,Exfiltration to Code Repository,true,T1567,exfiltration,"ESXi,Linux,Windows,macOS"
T1567.002,Exfiltration to Cloud Storage,true,T1567,exfiltration,"ESXi,Linux,Windows,macOS"
T1567.003,Exfiltration to Text Storage Sites,true,T1567,exfiltration,"ESXi,Linux,Windows,macOS"
T1567.004,Exfiltration Over Webhook,true,T1567,exfiltration,"ESXi,Linux,Office Suite,SaaS,Windows,macOS"
T1568,Dynamic Resolution,false,,command-and-control,"ESXi,Linux,Windows,macOS"
T1568.001,Fast Flux DNS,true,T1568,command-and-control,"ESXi,Linux,Windows,macOS"
T1568.002,Domain Generation Algorithms,true,T1568,command-and-control,"ESXi,Linux,Windows,macOS"
T1568.003,DNS Calculation,true,T1568,command-and-control,"ESXi,Linux,Windows,macOS"
T1569,System Services,false,,execution,"Linux,Windows,macOS"
T1569.001,Launchctl,true,T1569,execution,macOS
T1569.002,Service Execution,true,T1569,execution,Windows
T1569.003,Systemctl,true,T1569,execution,Linux
T1570,Lateral Tool Transfer,false,,lateral-movement,"ESXi,Linux,Windows,macOS"
T1571,Non-Standard Port,false,,command-and-control,"ESXi,Linux,Windows,macOS"
T1572,Protocol Tunneling,false,,command-and-control,"ESXi,Linux,Windows,macOS"
T1573,Encrypted Channel,false,,command-and-control,"ESXi,Linux,Network Devices,Windows,macOS"
T1573.001,Symmetric Cryptography,true,T1573,command-and-control,"ESXi,Linux,Network Devices,Windows,macOS"
T1573.002,Asymmetric Cryptography,true,T1573,command-and-control,"ESXi,Linux,Network Devices,Windows,macOS"
T1574,Hijack Execution Flow,false,,"defense-evasion,persistence,privilege-escalation","Linux,Windows,macOS"
T1574.001,DLL,true,T1574,"defense-evasion,persistence,privilege-escalation",Windows
T1574.004,Dylib Hijacking,true,T1574,"defense-evasion,persistence,privilege-escalation",macOS
T1574.005,Executable Installer File Permissions Weakness,true,T1574,"defense-evasion,persistence,privilege-escalation",Windows
T1574.006,Dynamic Linker Hijacking,true,T1574,"defense-evasion,persistence,privilege-escalation","Linux,macOS"
T1574.007,Path Interception by PATH Environment Variable,true,T1574,"defense-evasion,persistence,privilege-escalation","Linux,Windows,macOS"
T1574.008,Path Interception by Search Order Hijacking,true,T1574,"defense-evasion,persistence,privilege-escalation",Windows
T1574.009,Path Interception by Unquoted Path,true,T1574,"defense-evasion,persistence,privilege-escalation",Windows
T1574.010,Services File Permissions Weakness,true,T1574,"defense-evasion,persistence,privilege-escalation",Windows
T1574.011,Services Registry Permissions Weakness,true,T1574,"defense-evasion,persistence,privilege-escalation",Windows
T1574.012,COR_PROFILER,true,T1574,"defense-evasion,persistence,privilege-escalation",Windows
T1574.013,KernelCallbackTable,true,T1574,"defense-evasion,persistence,privilege-escalation",Windows
T1574.014,AppDomainManager,true,T1574,"defense-evasion,persistence,privilege-escalation",Windows
T1578,Modify Cloud Compute Infrastructure,false,,defense-evasion,IaaS
T1578.001,Create Snapshot,true,T1578,defense-evasion,IaaS
T1578.002,Create Cloud Instance,true,T1578,defense-evasion,IaaS
T1578.003,Delete Cloud Instance,true,T1578,defense-evasion,IaaS
T1578.004,Revert Cloud Instance,true,T1578,defense-evasion,IaaS
T1578.005,Modify Cloud Compute Configurations,true,T1578,defense-evasion,IaaS
T1580,Cloud Infrastructure Discovery,false,,discovery,IaaS
T1583,Acquire Infrastructure,false,,resource-development,PRE
T1583.001,Domains,true,T1583,resource-development,PRE
T1583.002,DNS Server,true,T1583,resource-development,PRE
T1583.003,Virtual Private Server,true,T1583,resource-development,PRE
T1583.004,Server,true,T1583,resource-development,PRE
T1583.005,Botnet,true,T1583,resource-development,PRE
T1583.006,Web Services,true,T1583,resource-development,PRE
T1583.007,Serverless,true,T1583,resource-development,PRE
T1583.008,Malvertising,true,T1583,resource-development,PRE
T1584,Compromise Infrastructure,false,,resource-development,PRE
T1584.001,Domains,true,T1584,resource-development,PRE
T1584.002,DNS Server,true,T1584,resource-development,PRE
T1584.003,Virtual Private Server,true,T1584,resource-development,PRE
T1584.004,Server,true,T1584,resource-development,PRE
T1584.005,Botnet,true,T1584,resource-development,PRE
T1584.006,Web Services,true,T1584,resource-development,PRE
T1584.007,Serverless,true,T1584,resource-development,PRE
T1584.008,Network Devices,true,T1584,resource-development,PRE
T1585,Establish Accounts,false,,resource-development,PRE
T1585.001,Social Media Accounts,true,T1585,resource-development,PRE
T1585.002,Email Accounts,true,T1585,resource-development,PRE
T1585.003,Cloud Accounts,true,T1585,resource-development,PRE
T1586,Compromise Accounts,false,,resource-development,PRE
T1586.001,Social Media Accounts,true,T1586,resource-development,PRE
T1586.002,Email Accounts,true,T1586,resource-development,PRE
T1586.003,Cloud Accounts,true,T1586,resource-development,PRE
T1587,Develop Capabilities,false,,resource-development,PRE
T1587.001,Malware,true,T1587,resource-development,PRE
T1587.002,Code Signing Certificates,true,T1587,resource-development,PRE
T1587.003,Digital Certificates,true,T1587,resource-development,PRE
T1587.004,Exploits,true,T1587,resource-development,PRE
T1588,Obtain Capabilities,false,,resource-development,PRE
T1588.001,Malware,true,T1588,resource-development,PRE
T1588.002,Tool,true,T1588,resource-development,PRE
T1588.003,Code Signing Certificates,true,T1588,resource-development,PRE
T1588.004,Digital Certificates,true,T1588,resource-development,PRE
T1588.005,Exploits,true,T1588,resource-development,PRE
T1588.006,Vulnerabilities,true,T1588,resource-development,PRE
T1588.007,Artificial Intelligence,true,T1588,resource-development,PRE
T1589,Gather Victim Identity Information,false,,reconnaissance,PRE
T1589.001,Credentials,true,T1589,reconnaissance,PRE
T1589.002,Email Addresses,true,T1589,reconnaissance,PRE
T1589.003,Employee Names,true,T1589,reconnaissance,PRE
T1590,Gather Victim Network Information,false,,reconnaissance,PRE
T1590.001,Domain Properties,true,T1590,reconnaissance,PRE
T1590.002,DNS,true,T1590,reconnaissance,PRE
T1590.003,Network Trust Dependencies,true,T1590,reconnaissance,PRE
T1590.004,Network Topology,true,T1590,reconnaissance,PRE
T1590.005,IP Addresses,true,T1590,reconnaissance,PRE
T1590.006,Network Security Appliances,true,T1590,reconnaissance,PRE
T1591,Gather Victim Org Information,false,,reconnaissance,PRE
T1591.001,Determine Physical Locations,true,T1591,reconnaissance,PRE
T1591.002,Business Relationships,true,T1591,reconnaissance,PRE
T1591.003,Identify Business Tempo,true,T1591,reconnaissance,PRE
T1591.004,Identify Roles,true,T1591,reconnaissance,PRE
T1592,Gather Victim Host Information,false,,reconnaissance,PRE
T1592.001,Hardware,true,T1592,reconnaissance,PRE
T1592.002,Software,true,T1592,reconnaissance,PRE
T1592.003,Firmware,true,T1592,reconnaissance,PRE
T1592.004,Client Configurations,true,T1592,reconnaissance,PRE
T1593,Search Open Websites/Domains,false,,reconnaissance,PRE
T1593.001,Social Media,true,T1593,reconnaissance,PRE
T1593.002,Search Engines,true,T1593,reconnaissance,PRE
T1593.003,Code Repositories,true,T1593,reconnaissance,PRE
T1594,Search Victim-Owned Websites,false,,reconnaissance,PRE
T1595,Active Scanning,false,,reconnaissance,PRE
T1595.001,Scanning IP Blocks,true,T1595,reconnaissance,PRE
T1595.002,Vulnerability Scanning,true,T1595,reconnaissance,PRE
T1595.003,Wordlist Scanning,true,T1595,reconnaissance,PRE
T1596,Search Open Technical Databases,false,,reconnaissance,PRE
T1596.001,DNS/Passive DNS,true,T1596,reconnaissance,PRE
T1596.002,WHOIS,true,T1596,reconnaissance,PRE
T1596.003,Digital Certificates,true,T1596,reconnaissance,PRE
T1596.004,CDNs,true,T1596,reconnaissance,PRE
T1596.005,Scan Databases,true,T1596,reconnaissance,PRE
T1597,Search Closed Sources,false,,reconnaissance,PRE
T1597.001,Threat Intel Vendors,true,T1597,reconnaissance,PRE
T1597.002,Purchase Technical Data,true,T1597,reconnaissance,PRE
T1598,Phishing for Information,false,,reconnaissance,PRE
T1598.001,Spearphishing Service,true,T1598,reconnaissance,PRE
T1598.002,Spearphishing Attachment,true,T1598,reconnaissance,PRE
T1598.003,Spearphishing Link,true,T1598,reconnaissance,PRE
T1598.004,Spearphishing Voice,true,T1598,reconnaissance,PRE
T1599,Network Boundary Bridging,false,,defense-evasion,Network Devices
T1599.001,Network Address Translation Traversal,true,T1599,defense-evasion,Network Devices
T1600,Weaken Encryption,false,,defense-evasion,Network Devices
T1600.001,Reduce Key Space,true,T1600,defense-evasion,Network Devices
T1600.002,Disable Crypto Hardware,true,T1600,defense-evasion,Network Devices
T1601,Modify System Image,false,,defense-evasion,Network Devices
T1601.001,Patch System Image,true,T1601,defense-evasion,Network Devices
T1601.002,Downgrade System Image,true,T1601,defense-evasion,Network Devices
T1602,Data from Configuration Repository,false,,collection,Network Devices
T1602.001,SNMP (MIB Dump),true,T1602,collection,Network Devices
T1602.002,Network Device Configuration Dump,true,T1602,collection,Network Devices
T1606,Forge Web Credentials,false,,credential-access,"IaaS,Identity Provider,Linux,Office Suite,SaaS,Windows,macOS"
T1606.001,Web Cookies,true,T1606,credential-access,"IaaS,Linux,SaaS,Windows,macOS"
T1606.002,SAML Tokens,true,T1606,credential-access,"IaaS,Identity Provider,Office Suite,SaaS,Windows"
T1608,Stage Capabilities,false,,resource-development,PRE
T1608.001,Upload Malware,true,T1608,resource-development,PRE
T1608.002,Upload Tool,true,T1608,resource-development,PRE
T1608.003,Install Digital Certificate,true,T1608,resource-development,PRE
T1608.004,Drive-by Target,true,T1608,resource-development,PRE
T1608.005,Link Target,true,T1608,resource-development,PRE
T1608.006,SEO Poisoning,true,T1608,resource-development,PRE
T1609,Container Administration Command,false,,execution,Containers
T1610,Deploy Container,false,,"defense-evasion,execution",Containers
T1611,Escape to Host,false,,privilege-escalation,"Containers,ESXi,Linux,Windows"
T1612,Build Image on Host,false,,defense-evasion,Containers
T1613,Container and Resource Discovery,false,,discovery,Containers
T1614,System Location Discovery,false,,discovery,"IaaS,Linux,Windows,macOS"
T1614.001,System Language Discovery,true,T1614,discovery,"Linux,Windows,macOS"
T1615,Group Policy Discovery,false,,discovery,Windows
T1619,Cloud Storage Object Discovery,false,,discovery,IaaS
T1620,Reflective Code Loading,false,,defense-evasion,"Linux,Windows,macOS"
T1621,Multi-Factor Authentication Request Generation,false,,credential-access,"IaaS,Identity Provider,Linux,Office Suite,SaaS,Windows,macOS"
T1622,Debugger Evasion,false,,"defense-evasion,discovery","Linux,Windows,macOS"
T1647,Plist File Modification,false,,defense-evasion,macOS
T1648,Serverless Execution,false,,execution,"IaaS,Office Suite,SaaS"
T1649,Steal or Forge Authentication Certificates,false,,credential-access,"Identity Provider,Linux,Windows,macOS"
T1650,Acquire Access,false,,resource-development,PRE
T1651,Cloud Administration Command,false,,execution,IaaS
T1652,Device Driver Discovery,false,,discovery,"Linux,Windows,macOS"
T1653,Power Settings,false,,persistence,"Linux,Network Devices,Windows,macOS"
T1654,Log Enumeration,false,,discovery,"ESXi,IaaS,Linux,Windows,macOS"
T1656,Impersonation,false,,defense-evasion,"Linux,Office Suite,SaaS,Windows,macOS"
T1657,Financial Theft,false,,impact,"Linux,Office Suite,SaaS,Windows,macOS"
T1659,Content Injection,false,,"command-and-control,initial-access","Linux,Windows,macOS"
T1665,Hide Infrastructure,false,,command-and-control,"ESXi,Linux,Network Devices,Windows,macOS"
T1666,Modify Cloud Resource Hierarchy,false,,defense-evasion,IaaS
T1667,Email Bombing,false,,impact,"Linux,Office Suite,Windows,macOS"
T1668,Exclusive Control,false,,persistence,"Linux,Windows,macOS"
T1669,Wi-Fi Networks,false,,initial-access,"Linux,Network Devices,Windows,macOS"
T1671,Cloud Application Integration,false,,persistence,"Office Suite,SaaS"
T1672,Email Spoofing,false,,defense-evasion,"Linux,Office Suite,Windows,macOS"
T1673,Virtual Machine Discovery,false,,discovery,"ESXi,Linux,Windows,macOS"
T1674,Input Injection,false,,execution,"Linux,Windows,macOS"
T1675,ESXi Administration Command,false,,execution,ESXi
